shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag,MyUnknownColumn,lead_time_days,delay_flag,cost_per_unit,anomaly_flag
SHP0566,DR-4339,Hurricane,3064,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,5900,5880,5860,DALLAS,Region VI,6/21/2018,6/26/2018,Truck,Safecover inc,120,705600,5,1,,5,1,120,0
SHP0567,DR-4339,Hurricane,4063,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,2750,2730,2720,DALLAS,Region VI,6/22/2018,6/27/2018,Truck,Powergrid supply,580,1583400,1,1,,5,1,580,0
SHP0568,DR-4339,Hurricane,5065,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,7400,7400,7380,ATLANTA,Region IV,6/22/2018,6/25/2018,Truck,Comfortco,56,414400,3,1,,3,1,56,0
SHP0569,DR-4339,Hurricane,6063,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,6200,6180,6160,ATLANTA,Region IV,6/23/2018,6/26/2018,Truck,Careplus supply,25,154500,4,1,,3,1,25,0
SHP0570,DR-4339,Hurricane,7063,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,8200,8200,8180,DALLAS,Region VI,6/23/2018,6/26/2018,Truck,Medrelief inc,1.6,13120,3,1,,3,1,1.6,0
SHP0571,DR-4339,Hurricane,8064,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,6300,6280,6250,DALLAS,Region VI,6/24/2018,6/28/2018,Truck,Powergrid supply,72,452160,5,1,,4,1,72,0
SHP0572,DR-4339,Hurricane,9065,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,6200,6180,6150,ATLANTA,Region IV,6/24/2018,6/27/2018,Truck,Powergrid supply,52,321360,3,1,,3,1,52,0
SHP0573,DR-4339,Hurricane,1066,Water Carriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,4400,4380,4370,ATLANTA,Region IV,6/25/2018,6/27/2018,Truck,Blueriver logistics,66,289080,3,1,,2,1,66,0
SHP0574,DR-4339,Hurricane,2066,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Meal,8700,8650,8600,ATLANTA,Region IV,6/25/2018,6/28/2018,Truck,Blueriver logistics,46,397900,1,1,,3,1,46,0
SHP0575,DR-4339,Hurricane,3065,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Protection,6000,5980,5960,DALLAS,Region VI,6/26/2018,6/30/2018,Truck,Safecover inc,122,729560,1,1,,4,1,122,0
SHP0576,DR-4339,Hurricane,4064,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Equipment,2800,2780,2770,DALLAS,Region VI,6/26/2018,7/2/2018,Truck,Powergrid supply,590,1640200,6,1,,6,1,590,0
SHP0577,DR-4339,Hurricane,5066,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Warmth,7500,7500,7480,ATLANTA,Region IV,6/27/2018,6/29/2018,Truck,Comfortco,150,1125000,3,1,,2,1,150,0
SHP0578,DR-4339,Hurricane,6064,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Infant Care,6300,6280,6260,ATLANTA,Region IV,6/27/2018,7/1/2018,Truck,Careplus supply,3.1,19468,4,1,,4,1,3.1,0
SHP0579,DR-4339,Hurricane,7064,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Emergency,8300,8300,8280,DALLAS,Region VI,6/28/2018,6/30/2018,Truck,Medrelief inc,2,16600,3,1,,2,1,2,0
SHP0580,DR-4339,Hurricane,8065,LED Spotlights Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Lighting,6400,6380,6350,DALLAS,Region VI,6/28/2018,7/3/2018,Truck,Powergrid supply,74,472120,5,1,,5,1,74,0
SHP0581,DR-4339,Hurricane,9066,Power Connectors Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Accessories,6300,6280,6250,ATLANTA,Region IV,6/29/2018,7/1/2018,Truck,Powergrid supply,53,332840,3,1,,2,1,53,0
SHP0582,DR-4339,Hurricane,1067,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Beverage,3800,3780,3770,ATLANTA,Region IV,6/29/2018,7/2/2018,Truck,Blueriver logistics,78,294840,3,1,,3,1,78,0
SHP0583,DR-4339,Hurricane,2067,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,8800,8750,8700,ATLANTA,Region IV,6/30/2018,7/2/2018,Truck,Blueriver logistics,47,411250,1,1,,2,1,47,0
SHP0584,DR-4339,Hurricane,3066,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Shelter,Protection,6100,6080,6060,DALLAS,Region VI,6/30/2018,7/5/2018,Truck,Safecover inc,124,753920,1,1,,5,1,124,0
SHP0585,DR-4339,Hurricane,4065,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Equipment,2850,2830,2820,DALLAS,Region VI,7/1/2018,7/6/2018,Truck,Powergrid supply,600,1698000,6,1,,5,1,600,0
SHP0586,DR-4339,Hurricane,5067,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Shelter,Warmth,7600,7600,7580,ATLANTA,Region IV,7/1/2018,7/4/2018,Truck,Comfortco,58,440800,3,1,,3,1,58,0
SHP0587,DR-4339,Hurricane,6065,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Medical,Infant Care,6400,6380,6360,ATLANTA,Region IV,7/2/2018,7/5/2018,Truck,Careplus supply,26,165880,4,1,,3,1,26,0
SHP0588,DR-4339,Hurricane,7065,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Medical,Emergency,8400,8400,8380,DALLAS,Region VI,7/2/2018,7/5/2018,Truck,Medrelief inc,1.7,14280,3,1,,3,1,1.7,0
SHP0589,DR-4339,Hurricane,8066,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Lighting,6500,6480,6450,DALLAS,Region VI,7/3/2018,7/7/2018,Truck,Powergrid supply,76,492480,5,1,,4,1,76,0
SHP0590,DR-4339,Hurricane,9067,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Accessories,6400,6380,6350,ATLANTA,Region IV,7/3/2018,7/6/2018,Truck,Powergrid supply,54,344520,3,1,,3,1,54,0
SHP0591,DR-4339,Hurricane,1068,Water Carriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Beverage,4600,4580,4570,ATLANTA,Region IV,7/4/2018,7/6/2018,Truck,Blueriver logistics,68,311440,1,1,,2,1,68,0
SHP0592,DR-4339,Hurricane,2068,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Meal,8900,8850,8800,ATLANTA,Region IV,7/4/2018,7/7/2018,Truck,Blueriver logistics,48,424800,3,1,,3,1,48,0
SHP0593,DR-4339,Hurricane,3067,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,6200,6180,6160,DALLAS,Region VI,7/5/2018,7/9/2018,Truck,Safecover inc,126,778680,5,1,,4,1,126,0
SHP0594,DR-4339,Hurricane,4066,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,2900,2880,2870,DALLAS,Region VI,7/5/2018,7/11/2018,Truck,Powergrid supply,610,1756800,6,1,,6,1,610,0
SHP0595,DR-4339,Hurricane,5068,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,7700,7700,7680,ATLANTA,Region IV,7/6/2018,7/8/2018,Truck,Comfortco,60,462000,3,1,,2,1,60,0
SHP0596,DR-4339,Hurricane,6066,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,6500,6480,6460,ATLANTA,Region IV,7/6/2018,7/10/2018,Truck,Careplus supply,3.2,20736,4,1,,4,1,3.2,0
SHP0597,DR-4339,Hurricane,7066,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,8500,8500,8480,DALLAS,Region VI,7/7/2018,7/9/2018,Truck,Medrelief inc,2.1,17850,3,1,,2,1,2.1,0
SHP0598,DR-4339,Hurricane,8067,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,6600,6580,6550,DALLAS,Region VI,7/7/2018,7/12/2018,Truck,Powergrid supply,78,513240,5,1,,5,1,78,0
SHP0599,DR-4339,Hurricane,9068,Power Connectors Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,6500,6480,6450,ATLANTA,Region IV,7/8/2018,7/10/2018,Truck,Powergrid supply,55,356400,3,1,,2,1,55,0
SHP0600,DR-4339,Hurricane,1069,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,4000,3980,3970,ATLANTA,Region IV,7/8/2018,7/11/2018,Truck,Blueriver logistics,80,318400,3,1,,3,1,80,0
SHP0601,DR-4339,Hurricane,2070,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Meal,9000,8950,8900,ATLANTA,Region IV,7/9/2018,7/11/2018,Truck,Blueriver logistics,49,438550,1,1,,2,1,49,0
SHP0602,DR-4339,Hurricane,3068,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Protection,6300,6280,6260,DALLAS,Region VI,7/9/2018,7/14/2018,Truck,Safecover inc,128,803840,5,1,,5,1,128,0
SHP0603,DR-4339,Hurricane,4067,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Equipment,2950,2930,2920,DALLAS,Region VI,7/10/2018,7/15/2018,Truck,Powergrid supply,620,1816600,6,1,,5,1,620,0
SHP0604,DR-4339,Hurricane,5069,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Warmth,7800,7800,7780,ATLANTA,Region IV,7/10/2018,7/13/2018,Truck,Comfortco,155,1209000,3,1,,3,1,155,0
SHP0605,DR-4339,Hurricane,6067,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Infant Care,6600,6580,6560,ATLANTA,Region IV,7/11/2018,7/14/2018,Truck,Careplus supply,27,177660,4,1,,3,1,27,0
SHP0606,DR-4339,Hurricane,7067,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Emergency,8600,8600,8580,DALLAS,Region VI,7/11/2018,7/14/2018,Truck,Medrelief inc,1.8,15480,3,1,,3,1,1.8,0
SHP0607,DR-4339,Hurricane,8068,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Lighting,6700,6680,6650,DALLAS,Region VI,7/12/2018,7/16/2018,Truck,Powergrid supply,80,534400,5,1,,4,1,80,0
SHP0608,DR-4339,Hurricane,9069,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Accessories,6600,6580,6550,ATLANTA,Region IV,7/12/2018,7/15/2018,Truck,Powergrid supply,56,368480,3,1,,3,1,56,0
SHP0609,DR-4339,Hurricane,1070,Water Carriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Beverage,4800,4780,4770,ATLANTA,Region IV,7/13/2018,7/15/2018,Truck,Blueriver logistics,82,391960,1,1,,2,1,82,0
SHP0610,DR-4339,Hurricane,2071,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,9100,9050,9000,ATLANTA,Region IV,7/13/2018,7/16/2018,Truck,Blueriver logistics,50,452500,3,1,,3,1,50,0
SHP0611,DR-4339,Hurricane,3069,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Shelter,Protection,6400,6380,6360,DALLAS,Region VI,7/14/2018,7/18/2018,Truck,Safecover inc,130,829400,5,1,,4,1,130,0
SHP0612,DR-4339,Hurricane,4068,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Equipment,3000,2980,2970,DALLAS,Region VI,7/14/2018,7/20/2018,Truck,Powergrid supply,630,1877400,6,1,,6,1,630,0
SHP0613,DR-4339,Hurricane,5070,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Shelter,Warmth,7900,7900,7880,ATLANTA,Region IV,7/15/2018,7/17/2018,Truck,Comfortco,62,489800,3,1,,2,1,62,0
SHP0614,DR-4339,Hurricane,6068,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Medical,Infant Care,6700,6680,6660,ATLANTA,Region IV,7/15/2018,7/19/2018,Truck,Careplus supply,3.3,22044,4,1,,4,1,3.3,0
SHP0615,DR-4339,Hurricane,7068,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Medical,Emergency,8700,8700,8680,DALLAS,Region VI,7/16/2018,7/18/2018,Truck,Medrelief inc,2.2,19140,3,1,,2,1,2.2,0
SHP0616,DR-4339,Hurricane,8069,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Lighting,6800,6780,6750,DALLAS,Region VI,7/16/2018,7/21/2018,Truck,Powergrid supply,82,555960,1,1,,5,1,82,0
SHP0617,DR-4339,Hurricane,9070,Power Connectors Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Power,Accessories,6700,6680,6650,ATLANTA,Region IV,7/17/2018,7/19/2018,Truck,Powergrid supply,57,380760,3,1,,2,1,57,0
SHP0618,DR-4339,Hurricane,1071,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Beverage,4200,4180,4170,ATLANTA,Region IV,7/17/2018,7/20/2018,Truck,Blueriver logistics,84,351120,3,1,,3,1,84,0
SHP0619,DR-4339,Hurricane,2072,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Meal,9200,9150,9100,ATLANTA,Region IV,7/18/2018,7/20/2018,Truck,Blueriver logistics,51,466650,3,1,,2,1,51,0
SHP0620,DR-4339,Hurricane,3070,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,6500,6480,6460,DALLAS,Region VI,7/18/2018,7/23/2018,Truck,Safecover inc,132,855360,5,1,,5,1,132,0
SHP0621,DR-4339,Hurricane,4069,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,3050,3030,3020,DALLAS,Region VI,7/19/2018,7/24/2018,Truck,Powergrid supply,640,1939200,6,1,,5,1,640,0
SHP0622,DR-4339,Hurricane,5071,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,8000,8000,7980,ATLANTA,Region IV,7/19/2018,7/22/2018,Truck,Comfortco,160,1280000,3,1,,3,1,160,0
SHP0623,DR-4339,Hurricane,6069,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,6800,6780,6760,ATLANTA,Region IV,7/20/2018,7/23/2018,Truck,Careplus supply,3.4,23052,4,1,,3,1,3.4,0
SHP0624,DR-4339,Hurricane,7069,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,8800,8800,8780,DALLAS,Region VI,7/20/2018,7/23/2018,Truck,Medrelief inc,2.3,20240,3,1,,3,1,2.3,0
SHP0625,DR-4339,Hurricane,8070,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,6900,6880,6850,DALLAS,Region VI,7/21/2018,7/25/2018,Truck,Powergrid supply,84,577920,5,1,,4,1,84,0
SHP0626,DR-4339,Hurricane,9071,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,6800,6780,6750,ATLANTA,Region IV,7/21/2018,7/24/2018,Truck,Powergrid supply,58,393240,3,1,,3,1,58,0
SHP0627,DR-4339,Hurricane,1072,Water Carriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,5000,4980,4970,ATLANTA,Region IV,7/22/2018,7/24/2018,Truck,Blueriver logistics,86,428280,3,1,,2,1,86,0
SHP0628,DR-4339,Hurricane,2073,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Food & Water,Meal,9300,9250,9200,ATLANTA,Region IV,7/22/2018,7/25/2018,Truck,Blueriver logistics,52,481000,1,1,,3,1,52,0
SHP0629,DR-4339,Hurricane,3071,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Protection,6600,6580,6560,DALLAS,Region VI,7/23/2018,7/27/2018,Truck,Safecover inc,134,881720,5,1,,4,1,134,0
SHP0630,DR-4339,Hurricane,4070,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Power,Equipment,3100,3080,3070,DALLAS,Region VI,7/23/2018,7/29/2018,Truck,Powergrid supply,650,2002000,6,1,,6,1,650,0
SHP0631,DR-4339,Hurricane,5072,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Shelter,Warmth,8100,8100,8080,ATLANTA,Region IV,7/24/2018,7/26/2018,Truck,Comfortco,64,518400,3,1,,2,1,64,0
SHP0632,DR-4339,Hurricane,6070,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Infant Care,6900,6880,6860,ATLANTA,Region IV,7/24/2018,7/28/2018,Truck,Careplus supply,28,192640,1,1,,4,1,28,0
SHP0633,DR-4339,Hurricane,7070,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra,Medical,Emergency,8900,8900,8880,DALLAS,Region VI,7/25/2018,7/27/2018,Truck,Medrelief inc,1.9,16910,3,1,,2,1,1.9,0
