shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag
SHP1028,DR-4339,Hurricane,6114,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11100,11080,11060,Atlanta,Region IV,2/8/2019,2/12/2019,Truck,CarePlus Supply,51,566100,4,1
SHP1029,DR-4339,Hurricane,7114,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,12900,12900,12880,Dallas,Region VI,2/8/2019,2/11/2019,Truck,MedRelief Inc,6,77400,3,0
SHP1030,DR-4339,Hurricane,8115,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11400,11380,11350,Dallas,Region VI,2/9/2019,2/14/2019,Truck,PowerGrid Supply,174,1983600,5,1
SHP1031,DR-4339,Hurricane,9116,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11200,11180,11150,Atlanta,Region IV,2/9/2019,2/12/2019,Truck,PowerGrid Supply,103,1153600,3,1
SHP1032,DR-4339,Hurricane,1117,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,11500,11480,11470,Atlanta,Region IV,2/10/2019,2/13/2019,Truck,BlueRiver Logistics,176,2024000,3,1
SHP1033,DR-4339,Hurricane,2118,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,13800,13750,13700,Atlanta,Region IV,2/10/2019,2/13/2019,Truck,BlueRiver Logistics,97,1338600,3,1
SHP1034,DR-4339,Hurricane,3116,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11100,11080,11060,Dallas,Region VI,2/11/2019,2/16/2019,Truck,SafeCover Inc,224,2486400,5,1
SHP1035,DR-4339,Hurricane,4115,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5350,5330,5320,Dallas,Region VI,2/11/2019,2/17/2019,Truck,PowerGrid Supply,1100,5885000,6,1
SHP1036,DR-4339,Hurricane,5117,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12200,12200,12180,Atlanta,Region IV,2/12/2019,2/15/2019,Truck,ComfortCo,280,3416000,3,0
SHP1037,DR-4339,Hurricane,6115,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11200,11180,11160,Atlanta,Region IV,2/12/2019,2/16/2019,Truck,CarePlus Supply,52,582400,4,1
SHP1038,DR-4339,Hurricane,7115,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13000,13000,12980,Dallas,Region VI,2/13/2019,2/16/2019,Truck,MedRelief Inc,6.1,79300,3,0
SHP1039,DR-4339,Hurricane,8116,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11500,11480,11450,Dallas,Region VI,2/13/2019,2/18/2019,Truck,PowerGrid Supply,176,2024000,5,1
SHP1040,DR-4339,Hurricane,9117,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11300,11280,11250,Atlanta,Region IV,2/14/2019,2/17/2019,Truck,PowerGrid Supply,104,1175200,3,1
SHP1041,DR-4339,Hurricane,1118,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,11600,11580,11570,Atlanta,Region IV,2/14/2019,2/17/2019,Truck,BlueRiver Logistics,178,2064800,3,1
SHP1042,DR-4339,Hurricane,2119,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,13900,13850,13800,Atlanta,Region IV,2/15/2019,2/18/2019,Truck,BlueRiver Logistics,98,1362200,3,1
SHP1043,DR-4339,Hurricane,3117,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11200,11180,11160,Dallas,Region VI,2/15/2019,2/20/2019,Truck,SafeCover Inc,226,253,1,
SHP1044,DR-4339,Hurricane,4116,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5400,5380,5370,Dallas,Region VI,2/16/2019,2/22/2019,Truck,PowerGrid Supply,1110,5994000,6,1
SHP1045,DR-4339,Hurricane,5118,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12300,12300,12280,Atlanta,Region IV,2/16/2019,2/19/2019,Truck,ComfortCo,285,3505500,3,0
SHP1046,DR-4339,Hurricane,6116,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11300,11280,11260,Atlanta,Region IV,2/17/2019,2/21/2019,Truck,CarePlus Supply,53,598900,4,1
SHP1047,DR-4339,Hurricane,7116,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13100,13100,13080,Dallas,Region VI,2/17/2019,2/20/2019,Truck,MedRelief Inc,6.2,81220,3,0
SHP1048,DR-4339,Hurricane,8117,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11600,11580,11550,Dallas,Region VI,2/18/2019,2/23/2019,Truck,PowerGrid Supply,178,2064800,5,1
SHP1049,DR-4339,Hurricane,9118,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11400,11380,11350,Atlanta,Region IV,2/18/2019,2/21/2019,Truck,PowerGrid Supply,105,1197000,3,1
SHP1050,DR-4339,Hurricane,1119,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,11700,11680,11670,Atlanta,Region IV,2/19/2019,2/22/2019,Truck,BlueRiver Logistics,180,2106000,3,1
SHP1051,DR-4339,Hurricane,2120,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,14000,13950,13900,Atlanta,Region IV,2/19/2019,2/22/2019,Truck,BlueRiver Logistics,99,1386000,3,1
SHP1052,DR-4339,Hurricane,3118,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11300,11280,11260,Dallas,Region VI,2/20/2019,2/25/2019,Truck,SafeCover Inc,228,257,1,
SHP1053,DR-4339,Hurricane,4117,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5450,5430,5420,Dallas,Region VI,2/20/2019,2/26/2019,Truck,PowerGrid Supply,1120,610,1,
SHP1054,DR-4339,Hurricane,5119,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12400,12400,12380,Atlanta,Region IV,2/21/2019,2/24/2019,Truck,ComfortCo,290,3596000,3,0
SHP1055,DR-4339,Hurricane,6117,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11400,11380,11360,Atlanta,Region IV,2/21/2019,2/25/2019,Truck,CarePlus Supply,54,615600,4,1
SHP1056,DR-4339,Hurricane,7117,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13200,13200,13180,Dallas,Region VI,2/22/2019,2/25/2019,Truck,MedRelief Inc,6.3,83160,3,0
SHP1057,DR-4339,Hurricane,8118,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11700,11680,11650,Dallas,Region VI,2/22/2019,2/27/2019,Truck,PowerGrid Supply,180,2106000,5,1
SHP1058,DR-4339,Hurricane,9119,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11500,11480,11450,Atlanta,Region IV,2/23/2019,2/26/2019,Truck,PowerGrid Supply,106,1219000,3,1
SHP1059,DR-4339,Hurricane,1120,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,11800,11780,11770,Atlanta,Region IV,2/23/2019,2/26/2019,Truck,BlueRiver Logistics,182,214,1,
SHP1060,DR-4339,Hurricane,2121,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,14100,14050,14000,Atlanta,Region IV,2/24/2019,2/27/2019,Truck,BlueRiver Logistics,100,1410000,3,1
SHP1061,DR-4339,Hurricane,3119,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11400,11380,11360,Dallas,Region VI,2/24/2019,3/1/2019,Truck,SafeCover Inc,230,2622000,5,1
SHP1062,DR-4339,Hurricane,4118,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5500,5480,5470,Dallas,Region VI,2/25/2019,3/2/2019,Truck,PowerGrid Supply,1130,6215000,6,1
SHP1063,DR-4339,Hurricane,5120,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12500,12500,12480,Atlanta,Region IV,2/25/2019,2/28/2019,Truck,ComfortCo,295,3687500,3,0
SHP1064,DR-4339,Hurricane,6118,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11500,11480,11460,Atlanta,Region IV,2/26/2019,3/2/2019,Truck,CarePlus Supply,55,632500,4,1
SHP1065,DR-4339,Hurricane,7118,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13300,13300,13280,Dallas,Region VI,2/26/2019,3/1/2019,Truck,MedRelief Inc,6.4,85120,3,0
SHP1066,DR-4339,Hurricane,8119,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11800,11780,11750,Dallas,Region VI,2/27/2019,3/4/2019,Truck,PowerGrid Supply,182,214,1,
SHP1067,DR-4339,Hurricane,9120,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11600,11580,11550,Atlanta,Region IV,2/27/2019,3/2/2019,Truck,PowerGrid Supply,107,124,1,
SHP1068,DR-4339,Hurricane,1121,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,11900,11880,11870,Atlanta,Region IV,2/28/2019,3/3/2019,Truck,BlueRiver Logistics,184,218,1,
SHP1069,DR-4339,Hurricane,2122,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,14200,14150,14100,Atlanta,Region IV,2/28/2019,3/3/2019,Truck,BlueRiver Logistics,101,1434200,3,1
SHP1070,DR-4339,Hurricane,3120,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11500,11480,11460,Dallas,Region VI,3/1/2019,3/6/2019,Truck,SafeCover Inc,232,267,1,
SHP1071,DR-4339,Hurricane,4119,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5550,5530,5520,Dallas,Region VI,3/1/2019,3/7/2019,Truck,PowerGrid Supply,1140,6327000,6,1
SHP1072,DR-4339,Hurricane,5121,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12600,12600,12580,Atlanta,Region IV,3/2/2019,3/5/2019,Truck,ComfortCo,300,3780000,3,0
SHP1073,DR-4339,Hurricane,6119,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11600,11580,11560,Atlanta,Region IV,3/2/2019,3/6/2019,Truck,CarePlus Supply,56,649600,4,1
SHP1074,DR-4339,Hurricane,7119,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13400,13400,13380,Dallas,Region VI,3/3/2019,3/6/2019,Truck,MedRelief Inc,6.5,87100,3,0
SHP1075,DR-4339,Hurricane,8120,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,11900,11880,11850,Dallas,Region VI,3/3/2019,3/8/2019,Truck,PowerGrid Supply,184,218,1,
SHP1076,DR-4339,Hurricane,9121,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,11700,11680,11650,Atlanta,Region IV,3/4/2019,3/7/2019,Truck,PowerGrid Supply,108,1263600,3,1
SHP1077,DR-4339,Hurricane,1122,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,12000,11980,11970,Atlanta,Region IV,3/4/2019,3/7/2019,Truck,BlueRiver Logistics,186,2232000,3,1
SHP1078,DR-4339,Hurricane,2123,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,14300,14250,14200,Atlanta,Region IV,3/5/2019,3/8/2019,Truck,BlueRiver Logistics,102,1458600,3,1
SHP1079,DR-4339,Hurricane,3121,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,11600,11580,11560,Dallas,Region VI,3/5/2019,3/10/2019,Truck,SafeCover Inc,234,271,1,
SHP1080,DR-4339,Hurricane,4120,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,5600,5580,5570,Dallas,Region VI,3/6/2019,3/12/2019,Truck,PowerGrid Supply,1150,6440000,6,1
SHP1081,DR-4339,Hurricane,5122,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,12700,12700,12680,Atlanta,Region IV,3/6/2019,3/9/2019,Truck,ComfortCo,305,3873500,3,0
SHP1082,DR-4339,Hurricane,6120,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,11700,11680,11660,Atlanta,Region IV,3/7/2019,3/11/2019,Truck,CarePlus Supply,57,666900,4,1
SHP1083,DR-4339,Hurricane,7120,Medical Wraps Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,13500,13500,13480,Dallas,Region VI,3/7/2019,3/10/2019,Truck,MedRelief Inc,6.6,89100,3,0
