shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag
SHP1235,DR-4339,Hurricane,6137,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13200,13180,13160,Atlanta,Region IV,2019-05-21,2019-05-25,Truck,CarePlus Supply,74.00,976800,4,1
SHP1236,DR-4339,Hurricane,7137,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15200,15200,15180,Dallas,Region VI,2019-05-22,2019-05-25,Truck,MedRelief Inc,8.30,126160,3,0
SHP1237,DR-4339,Hurricane,8138,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,13700,13680,13650,Dallas,Region VI,2019-05-22,2019-05-27,Truck,PowerGrid Supply,220.00,3014000,5,1
SHP1238,DR-4339,Hurricane,9139,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13500,13480,13450,Atlanta,Region IV,2019-05-23,2019-05-26,Truck,PowerGrid Supply,126.00,1701000,3,1
SHP1239,DR-4339,Hurricane,1140,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,13800,13780,13770,Atlanta,Region IV,2019-05-23,2019-05-26,Truck,BlueRiver Logistics,222.00,3063600,3,1
SHP1240,DR-4339,Hurricane,2140,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16100,16050,16000,Atlanta,Region IV,2019-05-24,2019-05-27,Truck,BlueRiver Logistics,120.00,1932000,3,1
SHP1241,DR-4339,Hurricane,3140,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13400,13380,13360,Dallas,Region VI,2019-05-24,2019-05-29,Truck,SafeCover Inc,270.00,3618000,5,1
SHP1242,DR-4339,Hurricane,4140,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6500,6480,6470,Dallas,Region VI,2019-05-25,2019-05-31,Truck,PowerGrid Supply,1330.00,8645000,6,1
SHP1243,DR-4339,Hurricane,5140,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14500,14500,14480,Atlanta,Region IV,2019-05-25,2019-05-28,Truck,ComfortCo,395.00,572,1
SHP1244,DR-4339,Hurricane,6138,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13300,13280,13260,Atlanta,Region IV,2019-05-26,2019-05-30,Truck,CarePlus Supply,75.00,997500,4,1
SHP1245,DR-4339,Hurricane,7138,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15300,15300,15280,Dallas,Region VI,2019-05-26,2019-05-29,Truck,MedRelief Inc,8.40,128520,3,0
SHP1246,DR-4339,Hurricane,8139,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,13800,13780,13750,Dallas,Region VI,2019-05-27,2019-06-01,Truck,PowerGrid Supply,222.00,3063600,5,1
SHP1247,DR-4339,Hurricane,9140,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13600,13580,13550,Atlanta,Region IV,2019-05-27,2019-05-30,Truck,PowerGrid Supply,127.00,173,1
SHP1248,DR-4339,Hurricane,1141,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,13900,13880,13870,Atlanta,Region IV,2019-05-28,2019-05-31,Truck,BlueRiver Logistics,224.00,3113600,3,1
SHP1249,DR-4339,Hurricane,2141,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16200,16150,16100,Atlanta,Region IV,2019-05-28,2019-05-31,Truck,BlueRiver Logistics,121.00,195,1
SHP1250,DR-4339,Hurricane,3141,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13500,13480,13460,Dallas,Region VI,2019-05-29,2019-06-03,Truck,SafeCover Inc,272.00,367,1
SHP1251,DR-4339,Hurricane,4141,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6550,6530,6520,Dallas,Region VI,2019-05-29,2019-06-04,Truck,PowerGrid Supply,1340.00,877,1
SHP1252,DR-4339,Hurricane,5141,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14600,14600,14580,Atlanta,Region IV,2019-05-30,2019-06-02,Truck,ComfortCo,400.00,5840000,3,0
SHP1253,DR-4339,Hurricane,6139,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13400,13380,13360,Atlanta,Region IV,2019-05-30,2019-06-03,Truck,CarePlus Supply,76.00,1018400,4,1
SHP1254,DR-4339,Hurricane,7139,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15400,15400,15380,Dallas,Region VI,2019-05-31,2019-06-03,Truck,MedRelief Inc,8.50,130900,3,0
SHP1255,DR-4339,Hurricane,8140,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,13900,13880,13850,Dallas,Region VI,2019-05-31,2019-06-05,Truck,PowerGrid Supply,224.00,3113600,5,1
SHP1256,DR-4339,Hurricane,9141,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13700,13680,13650,Atlanta,Region IV,2019-06-01,2019-06-04,Truck,PowerGrid Supply,128.00,174,1
SHP1257,DR-4339,Hurricane,1142,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,14000,13980,13970,Atlanta,Region IV,2019-06-01,2019-06-04,Truck,BlueRiver Logistics,226.00,3164000,3,1
SHP1258,DR-4339,Hurricane,2142,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16300,16250,16200,Atlanta,Region IV,2019-06-02,2019-06-05,Truck,BlueRiver Logistics,122.00,198,1
SHP1259,DR-4339,Hurricane,3142,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13600,13580,13560,Dallas,Region VI,2019-06-02,2019-06-07,Truck,SafeCover Inc,274.00,372,1
SHP1260,DR-4339,Hurricane,4142,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6600,6580,6570,Dallas,Region VI,2019-06-03,2019-06-09,Truck,PowerGrid Supply,1350.00,8910000,6,1
SHP1241,DR-4339,Hurricane,3140,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13400,13380,13360,Dallas,Region VI,2019-05-24,2019-05-29,Truck,SafeCover Inc,270.00,3618000,5,1
SHP1242,DR-4339,Hurricane,4140,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6500,6480,6470,Dallas,Region VI,2019-05-25,2019-05-31,Truck,PowerGrid Supply,1330.00,8645000,6,1
SHP1243,DR-4339,Hurricane,5140,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14500,14500,14480,Atlanta,Region IV,2019-05-25,2019-05-28,Truck,ComfortCo,395.00,572,1
SHP1244,DR-4339,Hurricane,6138,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13300,13280,13260,Atlanta,Region IV,2019-05-26,2019-05-30,Truck,CarePlus Supply,75.00,997500,4,1
SHP1245,DR-4339,Hurricane,7138,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15300,15300,15280,Dallas,Region VI,2019-05-26,2019-05-29,Truck,MedRelief Inc,8.40,128520,3,0
SHP1246,DR-4339,Hurricane,8139,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,13800,13780,13750,Dallas,Region VI,2019-05-27,2019-06-01,Truck,PowerGrid Supply,222.00,3063600,5,1
SHP1247,DR-4339,Hurricane,9140,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13600,13580,13550,Atlanta,Region IV,2019-05-27,2019-05-30,Truck,PowerGrid Supply,127.00,173,1
SHP1248,DR-4339,Hurricane,1141,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,13900,13880,13870,Atlanta,Region IV,2019-05-28,2019-05-31,Truck,BlueRiver Logistics,224.00,3113600,3,1
SHP1249,DR-4339,Hurricane,2141,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16200,16150,16100,Atlanta,Region IV,2019-05-28,2019-05-31,Truck,BlueRiver Logistics,121.00,195,1
SHP1250,DR-4339,Hurricane,3141,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13500,13480,13460,Dallas,Region VI,2019-05-29,2019-06-03,Truck,SafeCover Inc,272.00,367,1
SHP1251,DR-4339,Hurricane,4141,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6550,6530,6520,Dallas,Region VI,2019-05-29,2019-06-04,Truck,PowerGrid Supply,1340.00,877,1
SHP1252,DR-4339,Hurricane,5141,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14600,14600,14580,Atlanta,Region IV,2019-05-30,2019-06-02,Truck,ComfortCo,400.00,5840000,3,0
SHP1253,DR-4339,Hurricane,6139,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13400,13380,13360,Atlanta,Region IV,2019-05-30,2019-06-03,Truck,CarePlus Supply,76.00,1018400,4,1
SHP1254,DR-4339,Hurricane,7139,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15400,15400,15380,Dallas,Region VI,2019-05-31,2019-06-03,Truck,MedRelief Inc,8.50,130900,3,0
SHP1255,DR-4339,Hurricane,8140,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,13900,13880,13850,Dallas,Region VI,2019-05-31,2019-06-05,Truck,PowerGrid Supply,224.00,3113600,5,1
SHP1256,DR-4339,Hurricane,9141,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13700,13680,13650,Atlanta,Region IV,2019-06-01,2019-06-04,Truck,PowerGrid Supply,128.00,174,1
SHP1257,DR-4339,Hurricane,1142,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,14000,13980,13970,Atlanta,Region IV,2019-06-01,2019-06-04,Truck,BlueRiver Logistics,226.00,3164000,3,1
SHP1258,DR-4339,Hurricane,2142,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16300,16250,16200,Atlanta,Region IV,2019-06-02,2019-06-05,Truck,BlueRiver Logistics,122.00,198,1
SHP1259,DR-4339,Hurricane,3142,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13600,13580,13560,Dallas,Region VI,2019-06-02,2019-06-07,Truck,SafeCover Inc,274.00,372,1
SHP1260,DR-4339,Hurricane,4142,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6600,6580,6570,Dallas,Region VI,2019-06-03,2019-06-09,Truck,PowerGrid Supply,1350.00,8910000,6,1
SHP1261,DR-4339,Hurricane,5142,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14700,14700,14680,Atlanta,Region IV,2019-06-03,2019-06-06,Truck,ComfortCo,405.00,595,1
SHP1262,DR-4339,Hurricane,6142,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,13500,13480,13460,Atlanta,Region IV,2019-06-04,2019-06-08,Truck,CarePlus Supply,77.00,1039500,4,1
SHP1263,DR-4339,Hurricane,7142,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,15500,15500,15480,Dallas,Region VI,2019-06-04,2019-06-07,Truck,MedRelief Inc,8.60,133,1
SHP1264,DR-4339,Hurricane,8141,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,14000,13980,13950,Dallas,Region VI,2019-06-05,2019-06-10,Truck,PowerGrid Supply,226.00,3164000,5,1
SHP1265,DR-4339,Hurricane,9142,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,13800,13780,13750,Atlanta,Region IV,2019-06-05,2019-06-08,Truck,PowerGrid Supply,129.00,178,1
SHP1266,DR-4339,Hurricane,1143,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,14100,14080,14070,Atlanta,Region IV,2019-06-06,2019-06-09,Truck,BlueRiver Logistics,228.00,3214800,3,1
SHP1267,DR-4339,Hurricane,2143,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,16400,16350,16300,Atlanta,Region IV,2019-06-06,2019-06-09,Truck,BlueRiver Logistics,123.00,2017200,3,1
SHP1268,DR-4339,Hurricane,3143,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,13700,13680,13660,Dallas,Region VI,2019-06-07,2019-06-12,Truck,SafeCover Inc,276.00,3781200,5,1
SHP1269,DR-4339,Hurricane,4143,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,6650,6630,6620,Dallas,Region VI,2019-06-07,2019-06-13,Truck,PowerGrid Supply,1360.00,904,1
SHP1270,DR-4339,Hurricane,5143,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,14800,14800,14780,Atlanta,Region IV,2019-06-08,2019-06-11,Truck,ComfortCo,410.00,6068000,3,0
